Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
954,9/25/23,CUST954,Female,50,Electronics,3,300,900
955,7/14/23,CUST955,Male,58,Clothing,1,25,25
956,8/19/23,CUST956,Male,30,Clothing,3,500,1500
957,8/15/23,CUST957,Female,60,Electronics,4,30,120
958,6/2/23,CUST958,Male,62,Electronics,2,25,50
959,10/29/23,CUST959,Female,42,Electronics,2,30,60
960,8/8/23,CUST960,Male,59,Clothing,2,30,60
961,6/6/23,CUST961,Male,53,Beauty,4,50,200
962,10/19/23,CUST962,Male,44,Clothing,2,30,60
963,11/14/23,CUST963,Female,55,Beauty,1,50,50
964,1/31/23,CUST964,Male,24,Clothing,3,300,900
965,11/9/23,CUST965,Male,22,Clothing,4,50,200
966,2/20/23,CUST966,Male,60,Electronics,2,500,1000
967,4/17/23,CUST967,Male,62,Beauty,1,25,25
968,11/17/23,CUST968,Female,48,Clothing,3,300,900
969,4/19/23,CUST969,Female,40,Clothing,3,300,900
970,5/16/23,CUST970,Male,59,Electronics,4,500,2000
971,12/5/23,CUST971,Female,27,Electronics,4,50,200
972,2/11/23,CUST972,Male,49,Beauty,4,25,100
973,3/22/23,CUST973,Male,60,Clothing,1,50,50
974,5/3/23,CUST974,Male,47,Beauty,1,30,30
975,3/30/23,CUST975,Female,56,Clothing,4,50,200
976,10/10/23,CUST976,Female,48,Beauty,2,300,600
977,2/8/23,CUST977,Female,35,Electronics,3,25,75
978,3/22/23,CUST978,Female,53,Clothing,3,50,150
979,1/2/23,CUST979,Female,19,Beauty,1,25,25
980,7/29/23,CUST980,Female,31,Electronics,3,25,75
981,8/19/23,CUST981,Female,30,Electronics,2,30,60
982,12/19/23,CUST982,Female,46,Beauty,3,30,90
983,11/1/23,CUST983,Female,29,Clothing,1,300,300
984,8/29/23,CUST984,Male,56,Clothing,1,500,500
985,5/30/23,CUST985,Female,19,Electronics,2,25,50
986,1/17/23,CUST986,Female,49,Clothing,2,500,1000
987,4/29/23,CUST987,Female,30,Clothing,3,300,900
988,5/28/23,CUST988,Female,63,Clothing,3,25,75
989,12/28/23,CUST989,Female,44,Electronics,1,25,25
990,5/25/23,CUST990,Female,58,Beauty,2,500,1000
991,12/26/23,CUST991,Female,34,Clothing,2,50,100
992,8/21/23,CUST992,Female,57,Electronics,2,30,60
993,2/6/23,CUST993,Female,48,Electronics,3,50,150
994,12/18/23,CUST994,Female,51,Beauty,2,500,1000
995,4/30/23,CUST995,Female,41,Clothing,1,30,30
996,5/16/23,CUST996,Male,62,Clothing,1,50,50
997,11/17/23,CUST997,Male,52,Beauty,3,30,90
998,10/29/23,CUST998,Female,23,Beauty,4,25,100
999,12/5/23,CUST999,Female,36,Electronics,3,50,150
1000,4/12/23,CUST1000,Male,47,Electronics,4,30,120
